Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KDM2B 26808549 Chip-Seq REH Human	51/2000	1.0391388833257206E-4	5.179330024765206E-4	0	0	1.8730697297207832	17.179698158757866	RAB3C;CHD7;RORB;HNMT;CDC14A;PCLO;TNR;LRRFIP1;SOX5;MAGI1;EPHA4;REV1;ATP11A;PARD3B;CYP39A1;PITPNM3;CLIP4;COL8A1;CDH13;MALAT1;ZFPM2;TOX;RAPGEF4;KHDRBS3;PCX;FIGN;SEMA3E;CACNA1C;LTBP1;SEL1L3;PRDM16;UTP20;STXBP6;MPDZ;RUNX1T1;TCF7L2;SYT1;AUTS2;PCDH9;4930523C07RIK;ESR1;ST18;VEGFA;FAM135A;KITL;BCL2;SPATS2L;PDE7A;CPEB2;UNC79;LRP11
GBX2 23144817 ChIP-Seq PC3 Human	14/286	1.1051439804018998E-4	5.465282340581271E-4	0	0	3.508849329205366	31.96689722953204	ABCC3;SNAP25;NLGN1;AUTS2;CACNA2D3;SYT14;PTPN14;ROBO1;PARD3B;RIMS2;DNM3;FUT8;PPP2R2B;CDH13
PPARG 20176806 ChIP-Seq 3T3-L1 Mouse	47/1807	1.2754042874280974E-4	6.25837917784485E-4	0	0	1.9012152777777778	17.048344084951214	PCSK1;RAB3C;PCX;SH2D4A;MGST1;GSTT1;RORB;LPP;SLC8A1;NPAS2;SMPD3;STOX2;TSPAN9;RASGEF1B;PLXNA2;CTSH;SCD1;MPDZ;MAGI1;SRRM3;GPR39;TCF7L2;DST;DAPK1;LIMCH1;ATP8B1;EYA2;REV1;MICAL3;4930523C07RIK;ARHGAP29;ZFP618;SMAD6;PTPN13;DHRS3;ARHGAP24;NFIA;BCL6;SCGB1A1;BCL2;CDH13;NAF1;LCP1;MCTP2;DOCK1;MET;SNTB1
PRDM14 21183938 ChIP-Seq MESCs Mouse	49/1944	1.9136628601759594E-4	9.31806608070294E-4	0	0	1.8416759894459103	15.76717976300642	RAB3C;ARHGAP8;WWC2;CHD7;PREP;SMPD3;KIF5B;AOX1;SCD1;NCKAP5;MAGI1;EPHA4;SRRM3;GPR39;ANXA2;VWF;LIMCH1;CACNA2D1;DAPK2;HGF;MYOF;ATP1B1;MDFIC;DNAJC6;COL8A1;NAF1;MCTP2;RAPGEF4;RAI14;NOTCH3;NLGN1;EPAS1;NTN4;NEDD4L;LPP;ZFP36L1;PRDM16;SPP1;CCDC141;TCF7L2;AUTS2;EYA2;DCLK2;SMAD6;PTPN13;MEIS2;PTPN14;VEGFA;SMAD7
TBX20 22080862 ChIP-Seq HEART Mouse	50/2000	1.9852672335709398E-4	9.44867788609327E-4	0	0	1.827927092987334	15.582323242116521	RYR2;WWC2;FGF1;SLC4A4;SLC8A1;KIF5B;DNER;EPSTI1;CTSH;TNR;AOX1;LRRFIP1;SFTPB;GPR39;ST6GAL1;VWF;LIMCH1;DAPK2;SWAP70;PRKCA;PROX1;ATP11A;TC2N;CYP39A1;PITPNM3;RARB;MALAT1;PCX;NPAS2;ZFP36L1;PKHD1;SELENBP1;STOX2;PALMD;PLXNA2;MPDZ;SAMD4;SMAD3;PPP1R14C;ATP8B1;MICAL3;NFATC2;PPP2R3A;PTPN14;AHI1;MAP3K15;BCL6;SDC1;B430010I23RIK;CPEB2
TBX20 22328084 ChIP-Seq HEART Mouse	50/2000	1.9852672335709398E-4	9.44867788609327E-4	0	0	1.827927092987334	15.582323242116521	RYR2;WWC2;FGF1;SLC4A4;SLC8A1;KIF5B;DNER;EPSTI1;CTSH;TNR;AOX1;LRRFIP1;SFTPB;GPR39;ST6GAL1;VWF;LIMCH1;DAPK2;SWAP70;PRKCA;PROX1;ATP11A;TC2N;CYP39A1;PITPNM3;RARB;MALAT1;PCX;NPAS2;ZFP36L1;PKHD1;SELENBP1;STOX2;PALMD;PLXNA2;MPDZ;SAMD4;SMAD3;PPP1R14C;ATP8B1;MICAL3;NFATC2;PPP2R3A;PTPN14;AHI1;MAP3K15;BCL6;SDC1;B430010I23RIK;CPEB2
UBF1/2 26484160 Chip-Seq FIBROBLAST Human	50/2000	1.9852672335709398E-4	9.44867788609327E-4	0	0	1.827927092987334	15.582323242116521	PTPRK;SLC4A5;ROBO1;ALCAM;RASGEF1B;EPSTI1;RNF152;GRID2;DST;DAPK1;CACNA2D1;ATP11A;OSMR;CLDN10;CLIP4;LCP1;ZFPM2;TOX;MCTP2;NRXN1;HSPA4L;ASAP3;FIGN;IQGAP2;NOL4;LTBP1;EGFR;CDH20;PAK6;DMD;NCAM1;TRPM6;E2F7;TCF7L2;SYT1;AUTS2;LRBA;PLCL2;ARHGAP29;PLXDC2;MEIS2;DHRS3;ARHGAP24;BMP5;FGF14;DCHS2;PPP2R2B;WNK2;CPEB2;SNTB1
VDR 24787735 ChIP-Seq THP-1 Human	26/805	2.0218295598017772E-4	9.550881428018843E-4	0	0	2.3133443364508834	19.67808779016161	PCSK1;SP100;SH2D4A;WWC2;CHD7;PTPRK;LPP;SEL1L3;PKHD1;SMPD3;PLXNA2;TNR;TCF7L2;COL23A1;PPP2R3A;MYO1D;NFIA;BCL6;DMXL2;BCL2;SPATS2L;MALAT1;TOX;MCTP2;CPEB2;SNTB1
SPI1 23127762 ChIP-Seq K562 Human	38/1389	2.2600282663917112E-4	0.0010597021426858914	0	0	1.9775333157502177	16.60131911886744	CYFIP2;RYR2;RBM47;DOCK8;IQGAP2;SNX30;CPLX2;CDC14A;RAP1GAP;SMPD3;SELENBP1;FAM171A1;KIF5B;PLXNA2;NRCAM;TCF7L2;ST6GAL1;PTPRN2;SMAD3;PPP1R14C;DAPK1;SWAP70;SMAD6;MEIS2;ARHGAP24;RUNX1;NET1;AHI1;POR;FRAS1;DCHS2;KIFC3;LCP1;ZFPM2;PDE7A;MET;RAI14;LRP11
VDR 23401126 ChIP-Seq LCL-AND-THP1 Human	12/239	2.6918654977163065E-4	0.0012529050441576633	0	0	3.5869775437842484	29.48533536101633	PKHD1;SP100;RBM47;FGF14;IRAK2;BCL2;SDC1;TNR;CACNA1C;PPP2R3A;SNX30;MOB3B
KLF4 25985364 ChIP-Seq ATHEROSCLEROSIS LESION Mouse	34/1211	3.0920152487488964E-4	0.0014286464616482127	0	0	2.019255863163463	16.318651210636528	RAB3C;NLGN1;EPAS1;SEMA3A;CELF4;PTPRK;CACNA1C;LPP;LTBP1;ZFP36L1;FAM171A1;FUT8;IRAK2;CDH20;DNER;DMD;NCKAP5;SAMD4;TMEM132D;ABCC3;PPP1R14C;DENND4A;CACNA2D1;DAPK2;4930523C07RIK;DCLK2;PLXDC2;VEGFA;GPRIN3;MYO1D;EML5;NFIA;NAF1;MCTP2
PPARG 20887899 ChIP-Seq 3T3-L1 Mouse	77/3565	3.6002862905790817E-4	0.0016514356680699701	0	0	1.6122213096123648	12.783829967564218	RAB3C;SNAP25;SH2D4A;DOCK8;PDE3B;PTPRK;FGF1;SLC8A1;ROBO1;SYNE1;ALCAM;MECOM;EPSTI1;AOX1;SCD1;LRRFIP1;SLC18A1;SOX5;MAGI1;SFTPB;SLC38A1;ANXA2;VWF;DST;DAPK1;COL23A1;UPK3A;RUNX1;DNM3;POR;MDFIC;CDH13;NAF1;KIFC3;TOX;MET;ANK;NOTCH3;RBM47;NFIX;PCX;SEMA3A;PON2;HSPA4L;NEDD4L;CACNA1A;FIGN;CACNA1C;SNX30;LPP;ZFP36L1;SELENBP1;FUT8;PALMD;IRAK2;SPP1;ASCC2;CYP2F2;MPDZ;ZFP462;WWTR1;TCF7L2;ATP8B1;MICAL3;4930523C07RIK;ARHGAP29;SMAD6;MEIS2;DHRS3;ARHGAP24;VEGFA;CCDC88A;BCL6;KITL;MYO5C;SCGB1A1;B430010I23RIK
SMC1 22415368 ChIP-Seq MEFs Mouse	49/2000	3.706928978379968E-4	0.0016881194556219567	0	0	1.7831881086622245	14.087429654012256	PTPRT;PSIP1;PTPRK;AHR;IKZF2;ALCAM;MECOM;TNR;AOX1;LRRFIP1;NCKAP5;EPHA4;IGFBP5;DAPK1;COL23A1;MYOF;PRKCA;ATP1B1;RUNX1;RARB;MALAT1;XIST;MET;ALDH1A7;RAI14;NEDD4L;NOD1;CPLX2;EGFR;RAP1GAP;FAM171A1;FUT8;TSPAN9;PRDM16;PLXNA2;SAMD4;SMAD3;DENND4A;FMO2;PLXDC2;SMAD6;ESR1;MYO1D;CCDC88A;BCL6;KITL;BCL2;SPATS2L;PAM
JUN 21703547 ChIP-Seq K562 Human	41/1585	4.0317906035174913E-4	0.0018229453228761228	0	0	1.868791922721613	14.606720192719772	GABRB3;RYR2;RAB3C;KHDRBS3;MAOB;EPAS1;NRXN1;WWC2;ELAVL4;NTN4;NEDD4L;FMN2;LPP;LTBP1;ROBO1;RIMS2;RASGEF1B;LRRFIP1;E2F7;ATP6V1C2;TMEM132D;GPR39;GABRP;SYT1;AUTS2;VWF;PCDH9;DAPK1;ATP8B1;LRBA;SWAP70;PLCL2;PRKCA;PTPN13;ARHGAP24;AHI1;BCL6;DNAJC6;PPP2R2B;RIMBP2;DOCK1
NR3C1 21868756 ChIP-Seq MCF10A Human	32/1132	4.1593029319794467E-4	0.0018672615290375814	0	0	2.026666666666667	15.777585562374274	PCSK1;DDC;KHDRBS3;SH2D4A;PON2;NEDD4L;FIGN;CACNA1C;IKZF2;SLC4A4;SEL1L3;PLXNA2;NRCAM;NCAM1;EPHA4;TCF7L2;GRID2;PCDH9;DENND4A;COL23A1;CADPS;MTUS1;PROX1;PPP2R3A;MEIS2;CLDN10;BCL6;DCHS2;DNAJC6;WNK2;TOX;CPEB2
SMAD 19615063 ChIP-ChIP OVARY Human	8/124	5.590952417541962E-4	0.0024923048452845506	0	0	4.641545206778054	34.76141729144406	DNM3;SMAD3;DNAJC6;EPSTI1;NTN4;LCP1;RGS7;RUNX1T1
PPARD 21283829 ChIP-Seq MYOFIBROBLAST Human	74/3447	5.845206925574664E-4	0.0025874237649571763	0	0	1.5920835392166552	11.852613579780993	PTPRT;SH2D4A;CHD7;PREP;CELF4;FMN1;FMN2;AHR;HNMT;SLC4A4;SLC4A5;SLC8A1;ROBO1;UNC80;MECOM;SCN9A;MAGI1;ABCC3;EPHA4;SLC38A1;GRID2;ANXA2;VWF;DAPK1;MTUS1;PRKCA;TC2N;RUNX1;PARD3B;CLDN10;TCERG1L;RARB;MALAT1;KIFC3;TOX;MCTP2;NLGN1;EPAS1;SEMA3A;NTN4;NEDD4L;SNX30;NPAS2;ZFP36L1;FAM171A1;TSPAN9;PLXNA2;SCN3A;E2F7;TCF7L2;PTPRN2;SMAD3;SYT1;AUTS2;PCDH9;ATP8B1;DCLK2;NFATC2;ARHGAP29;PLXDC2;CP;MEIS2;ST18;DHRS3;SMAD7;FGF14;NFIA;BCL6;PPP2R2B;SCGB1A1;BCL2;PAM;SNTB1;LRP11
POU3F1 26484290 ChIP-Seq ESCss Mouse	48/2000	6.76319198103316E-4	0.0029123132816285644	0	0	1.7388478871399646	12.691581914215284	CYFIP2;GABRB3;PCSK1;RAB3C;NOTCH3;ZFP521;EPAS1;NRXN1;WWC2;CHD7;PREP;ELAVL4;FMN2;PTPRK;FGF1;FUT8;PTPRZ1;TSPAN9;RASGEF1B;KIF5B;NRCAM;NCKAP5;RNF152;RGS7;ZFP462;EPHA4;SRRM3;WWTR1;PCDH9;EYA2;CADPS;ARHGAP29;SYT14;OSMR;SMAD6;ESR1;MEIS2;DNM3;EML5;AHI1;FRAS1;NFIA;PTK7;PITPNM3;ZFPM2;TOX;PAM;MET
KLF5 20875108 ChIP-Seq MESCs Mouse	48/2000	6.76319198103316E-4	0.0029123132816285644	0	0	1.7388478871399646	12.691581914215284	YAP1;SH2D4A;NRXN1;HSPA4L;ASAP3;FIGN;NOD1;AHR;FGF1;LTBP1;SLC4A5;RAP1GAP;DPP4;FUT8;GRM5;TSPAN9;RASGEF1B;KIF5B;SCN9A;CTSH;TNR;DMD;NRCAM;SCN3A;SLC18A1;MAGI1;TCF7L2;EYA1;DAPK1;DAPK2;MYOF;DCLK2;PRKCA;DHRS3;ACSF2;SMAD7;POR;FAM135A;MDFIC;DCHS2;WNK2;PITPNM3;SCGB1A1;BCL2;SDC1;XIST;PAM;MET
TAL1 21186366 ChIP-Seq BM-HSCs Mouse	48/2000	6.76319198103316E-4	0.0029123132816285644	0	0	1.7388478871399646	12.691581914215284	CYFIP2;PCSK1;RYR2;RAB3C;DDC;KHDRBS3;ZFP521;LRP1;NRXN1;PREP;NTN4;GSTT1;PTPRK;AHR;IQGAP2;EGFR;ZFP36L1;SYNE1;FUT8;NRCAM;UTP20;STXBP6;E2F7;SAMD4;ABCC3;GABRP;PTPRN2;PPP1R14C;SYT1;DAPK1;COL23A1;CADPS;CACNA2D3;PRKCA;RASSF9;TC2N;ESR1;MYO1D;EML5;CCDC88A;AHI1;KITL;PITPNM3;SDC1;RARB;ZFPM2;LRP11;HCN1
SMC3 22415368 ChIP-Seq MEFs Mouse	48/2000	6.76319198103316E-4	0.0029123132816285644	0	0	1.7388478871399646	12.691581914215284	KHDRBS3;ZFP521;LRP1;ASAP3;NEDD4L;AHR;CACNA1C;IKZF2;IQGAP2;CPLX2;SLC4A4;EGFR;ROBO1;ZFP36L1;PKHD1;FUT8;TSPAN9;RASGEF1B;PRDM16;AOX3;SPP1;PLXNA2;TNR;SCN3A;SAMD4;EPHA4;TCF7L2;SMAD3;IGFBP5;PCDH9;COL23A1;MYOF;PRKCA;FMO2;ATP11A;PLXDC2;ATP1B1;SMAD6;DHRS3;RUNX1;VEGFA;AHI1;BCL6;BCL2;SPATS2L;CDH13;ALDH1A7;HCN1
PHC1 16625203 ChIP-ChIP MESCs Mouse	27/922	7.019181344312233E-4	0.003002122831722732	0	0	2.0857788366743346	15.14628720130915	PTPRT;RYR2;NFIX;ZFP521;EPAS1;SEMA3A;SEMA3E;NOL4;NPAS2;ALCAM;ATP7B;NETO1;PRDM16;STXBP6;ST6GAL1;PPP1R14C;IGFBP5;LRBA;CACNA2D3;ARHGAP29;PROX1;PTPN13;FRAS1;NFIA;CDH13;ZFPM2;TOX
SOX2 20726797 ChIP-Seq SW620 Human	58/2564	7.704668423204776E-4	0.003273191350260821	0	0	1.6513231315382502	11.83753288475112	WWC2;AHR;HNMT;ROBO1;SMPD3;CTSH;LRRFIP1;ABCC3;EPHA4;ST6GAL1;DST;DAPK1;MTUS1;PRKCA;PROX1;ATP1B1;RUNX1;DNAJC6;COL8A1;CDH13;XIST;LCP1;MET;RAPGEF4;PON3;MAOB;EPAS1;SEMA3A;HSPA4L;NTN4;IQGAP2;EGFR;RAP1GAP;DPP4;FUT8;PTPRZ1;PLXNA2;PAK6;STXBP6;ACSS1;CD55;WWTR1;GABRP;PTPRN2;SMAD3;SYT1;PLCL2;SMAD6;PTPN13;MEIS2;DHRS3;BMP5;SMAD7;NFIA;BCL6;RIMBP2;SDC1;CPEB2
FOXO1 23066095 ChIP-Seq LIVER Mouse	14/347	7.80675979014096E-4	0.003294452631439485	0	0	2.8570886676149834	20.443470465896862	SRRM3;RBM47;KHDRBS3;SH2D4A;ASAP3;PTPN13;EGFR;ZFP36L1;POR;NFIA;BCL6;DNER;TOX;MET
BCAT 22108803 ChIP-Seq LS180 Human	21/650	8.242577486011744E-4	0.003455332151420817	0	0	2.290446180416557	16.264520799668176	EPHA4;RYR2;TCF7L2;SLC38A1;AUTS2;VWF;SWAP70;HSPA4L;CHD7;CADPS;SEMA3E;CPLX2;ZFP36L1;GPRIN3;NFIA;NETO1;CDH20;SCGB1A1;AOX1;DMD;TOX
EZH2 23942234 ChIP-Seq MYOBLASTS AND MYOTUBES Mouse	27/935	8.647148045106246E-4	0.0036010820477317463	0	0	2.0544951736201087	14.490582120547034	SNAP25;NFIX;LRP1;ASAP3;CACNA1A;LTBP1;RAP1GAP;SYNE1;RIMS2;CDH20;PAK6;SOX5;SAMD4;SRRM3;TCF7L2;ANXA2;VWF;DST;COL23A1;DCLK2;NFATC2;DHRS3;VEGFA;NFASC;BCL6;WNK2;DOCK1
NFIB 24661679 ChIP-Seq LUNG Mouse	19/573	0.001071104149784884	0.00443143089420805	0	0	2.345235946364105	16.03922165651368	SNAP25;ST6GAL1;RBM47;DAPK1;EYA2;CACNA2D1;CHD7;OSMR;NPAS2;ACSF2;ZFP36L1;NET1;GPRIN3;CCDC88A;PALMD;TSPAN9;RARB;MALAT1;ZFP462
BRD4 25478319 ChIP-Seq HGPS Human	53/2326	0.0011464686267419176	0.004712432731997622	0	0	1.6519194932380472	11.185260574504179	PCSK1;SH2D4A;FMN2;SLC4A4;SLC8A1;ROBO1;ALCAM;MECOM;KIF5B;LRRFIP1;NCKAP5;RNF152;DST;HGF;SWAP70;MYOF;PRKCA;OSMR;ATP1B1;RUNX1;RAD51B;MDFIC;CLIP4;COL8A1;KIFC3;ZFPM2;TOX;MET;RAI14;YAP1;NFIX;EPAS1;CACNA1A;CACNA1C;LPP;LTBP1;NALCN;EGFR;ZFP36L1;DPP4;PLXNA2;RUNX1T1;WWTR1;TCF7L2;SMAD3;DCLK2;ARHGAP29;SMAD6;PTPN14;SMAD7;AHI1;PTK7;SPATS2L
MNX1 26342078 ChIP-Seq MIN6-4N Mouse	47/2000	0.0012053790960389807	0.004905704117716075	0	0	1.6949016165606028	11.391367933220867	NOTCH3;ELAVL4;GSTT1;FMN2;PTPRK;IKZF2;IQGAP2;EGFR;NPAS2;RIMS2;UNC80;MECOM;PRDM16;DNER;PLXNA2;NRCAM;ASCC2;RNF152;E2F7;SOX5;MAGI1;SRRM3;TCF7L2;PTPRN2;IGFBP5;SYT1;EYA1;DAPK1;ATP8B1;CACNA2D1;COL23A1;PLCL2;CACNA2D3;FMO2;SYT14;PROX1;UPK3A;PTPN14;AHI1;FAM135A;WNK2;CLIP4;RIMBP2;SPATS2L;ZFPM2;SNTB1;LRP11
JARID2 20075857 ChIP-Seq MESCs Mouse	33/1258	0.0012136887274059181	0.004905704117716075	0	0	1.8711308884456037	12.562943098515452	PTPRT;NLGN1;NFIX;EPAS1;PDE3B;PREP;SLC4A4;NOL4;EGFR;NPAS2;SEL1L3;MECOM;PRDM16;LRRFIP1;SAMD4;RUNX1T1;TMEM132D;GRID2;IGFBP5;ATP8B1;CACNA2D3;PROX1;SMAD6;MEIS2;RUNX1;FRAS1;NFIA;WNK2;PITPNM3;BCL2;CDH13;ZFPM2;SNTB1
BMI1 23680149 ChIP-Seq NPCS Mouse	29/1056	0.0012167386200338448	0.004905704117716075	0	0	1.9529950593241732	13.107685045037691	DOCK8;SEMA3A;CELF4;ELAVL4;CACNA1A;FIGN;ZFP36L1;UNC80;ALCAM;PCLO;MECOM;PRDM16;RUNX1T1;GRID2;IGFBP5;EYA1;PCDH9;CACNA2D1;ZFP618;SYT14;TC2N;DHRS3;E330009J07RIK;STXBP5L;GNAO1;BCL2;LCP1;MET;HCN1
CLOCK 20551151 ChIP-Seq 293T Human	15/407	0.0012773533138310514	0.0051174977699687055	0	0	2.6016366053463638	17.334613814059455	ANXA2;AUTS2;DAPK1;FMO1;FMO2;FGF1;SMAD6;DHRS3;NPAS2;ZFP36L1;NET1;FUT8;BCL6;BCL2;NCAM1
FUS 26573619 Chip-Seq HEK293 Human	18/543	0.0014453046196754476	0.005753948580217347	0	0	2.3397254702592782	15.300483028758304	KHDRBS3;SYT1;AUTS2;EYA1;PCDH9;DAPK1;NRXN1;ARHGAP29;PSIP1;SEMA3E;ATP1B1;ROBO1;MECOM;STXBP6;PAM;SOX5;RGS7;HCN1
EZH2 27304074 Chip-Seq ESCs Mouse	25/885	0.00180652406645196	0.007147060837900566	0	0	1.9989178407740622	12.625866073475558	PTPRT;NLGN1;NFIX;ZFP521;NRXN1;PDE3B;CACNA1C;NOL4;EGFR;NPAS2;STOX2;PRDM16;PAK6;RUNX1T1;GRID2;IGFBP5;LIMCH1;CACNA2D1;CACNA2D3;PROX1;SMAD6;ESR1;MEIS2;NFIA;ZFPM2
TET1 21490601 ChIP-Seq MESCs Mouse	46/1994	0.001977508261471245	0.007710336666431391	0	0	1.6569908530894157	10.316288648835323	CYFIP2;GABRB3;RYR2;NFIX;ZFP521;PCX;LRP1;PREP;CACNA1A;PSIP1;LTBP1;RAP1GAP;ROBO1;PCLO;TSPAN9;PAK6;NRCAM;NCAM1;SCD1;LRRFIP1;CD55;E2F7;SAMD4;RUNX1T1;MAGI1;ABCC3;ST6GAL1;ANXA2;COL23A1;MTUS1;4930523C07RIK;NFATC2;SYT14;PROX1;SMAD6;PTPN13;MEIS2;PTPN14;SMAD7;TCERG1L;DNAJC6;TTC3;RIMBP2;SDC1;KIFC3;SNTB1
POU5F1 26923725 Chip-Seq MESODERM Mouse	18/559	0.0019854421431726964	0.007710336666431391	0	0	2.268633938732149	14.115244464565263	TMEM132D;ST6GAL1;PTPRN2;ZFP521;AUTS2;SH2D4A;HGF;WWC2;CHD7;4930523C07RIK;MEIS2;KITL;PTK7;CDH20;RASGEF1B;TOX;MCTP2;RGS7
TEAD4 26923725 Chip-Seq HEMANGIOBLAST Mouse	18/559	0.0019854421431726964	0.007710336666431391	0	0	2.268633938732149	14.115244464565263	TMEM132D;ST6GAL1;PTPRN2;ZFP521;AUTS2;SH2D4A;HGF;WWC2;CHD7;4930523C07RIK;MEIS2;KITL;PTK7;CDH20;RASGEF1B;TOX;MCTP2;RGS7
CEBPB 26923725 Chip-Seq HEMOGENIC-ENDOTHELIUM Mouse	46/2000	0.002098085436290545	0.00809809805592631	0	0	1.6513445612729134	10.183396124126332	NOTCH3;DDC;ZFP521;SH2D4A;LRP1;EPAS1;PREP;CELF4;NEDD4L;CACNA1A;IKZF2;SLC4A4;LTBP1;SLC8A1;PALMD;TSPAN9;CDH20;PAK6;SAMD4;TCF7L2;SLC38A1;SMAD3;ANXA2;SYT1;VWF;REV1;CACNA2D3;4930523C07RIK;ZFP618;ATP11A;SMAD6;ARHGAP24;RUNX1;VEGFA;SMAD7;POR;FRAS1;BCL6;KITL;PTK7;SLCO4C1;CDH13;MALAT1;MCTP2;MET;RAI14
RNF2 27304074 Chip-Seq NSC Mouse	28/1052	0.002318996762848793	0.008896514853838097	0	0	1.8844989621771218	11.432540255971373	SEMA3A;AHR;ALCAM;MECOM;NETO1;STXBP6;RUNX1T1;ANXA2;AUTS2;PCDH9;ATP8B1;CADPS;ZFP618;PROX1;TC2N;ST18;DHRS3;STXBP5L;SMAD7;DNM3;MAP3K15;MDFIC;COL8A1;NAF1;LCP1;ZFPM2;PAM;CPEB2
EWS-FLI1 20517297 ChIP-Seq SK-N-MC Human	18/574	0.002637435246522336	0.010057207897883365	0	0	2.2057016308661255	13.097342318927108	GPR39;SNAP25;SP100;RBM47;LRP1;EYA1;EPAS1;DAPK2;MTUS1;MICAL3;PRKCA;ATP11A;CP;MYO1D;NFIA;BCL6;CPEB2;HCN1
SUZ12 16625203 ChIP-ChIP MESCs Mouse	32/1270	0.0027047157794379433	0.010252006517270767	0	0	1.787394190218608	10.568430091866531	PTPRT;PCSK1;RYR2;NFIX;EPAS1;SEMA3A;NTN4;SEMA3E;NOL4;EGFR;NPAS2;RIMS2;NETO1;CDH20;PRDM16;STXBP6;SCD1;PPP1R14C;IGFBP5;LRBA;CACNA2D3;PRKCA;PROX1;OSMR;PTPN13;GNAO1;FRAS1;NFIA;CDH13;ZFPM2;TOX;ANK
GF1 26923725 Chip-Seq HPCs Mouse	35/1432	0.0028284657563012587	0.010657254903206528	0	0	1.7370555953233118	10.19307845082429	RAB3C;RBM47;DDC;ZFP521;SH2D4A;EPAS1;DOCK8;CHD7;IKZF2;SMPD3;FUT8;TSPAN9;PRDM16;STXBP6;CD55;RUNX1T1;TMEM132D;EPHA4;TCF7L2;ST6GAL1;PTPRN2;EYA1;MYOF;4930523C07RIK;PRKCA;PROX1;PPP2R3A;RUNX1;SMAD7;BCL6;CDH13;NAF1;ZFPM2;MCTP2;LRP11
SMAD4 19686287 ChIP-ChIP HaCaT Human	14/405	0.0032811882511973004	0.012289894455667994	0	0	2.425988244267959	13.875560214581439	ANXA2;DST;DENND4A;PTPRK;ATP11A;NALCN;DHRS3;SMAD7;FUT8;ALCAM;MDFIC;PLXNA2;MALAT1;CD55
TCF3 18347094 ChIP-ChIP MESCs Mouse	49/2221	0.003459553657103841	0.012881749793804303	0	0	1.5818066298342541	8.963490281513165	PTPRT;ARHGAP8;CHD7;FMN1;CDC14A;ROBO1;ALCAM;MAGI1;EPHA4;ST6GAL1;DST;CACNA2D1;MTUS1;PRKCA;PROX1;RUNX1;CYP39A1;MDFIC;DNAJC6;CDH13;KIFC3;ZFPM2;RAI14;DDC;LRP1;LPP;ZFP36L1;FUT8;PTPRZ1;TSPAN9;SPP1;PLXNA2;NCAM1;ACSS1;SCN3A;ATP6V1C2;WWTR1;GABRP;TCF7L2;SMAD3;EYA1;PTPN13;DHRS3;ARHGAP24;SMAD7;BCL6;PTK7;PPP2R2B;PDE7A
KLF5 25053715 ChIP-Seq YYC3 Human	45/2000	0.0035657010260862986	0.013046755777529635	0	0	1.6081720603338905	9.064292321864965	NOTCH3;RBM47;CHD7;RORB;LPP;EGFR;SLC8A1;ZFP36L1;SYNE1;FAM171A1;FUT8;MECOM;PRDM16;PLXNA2;STXBP6;LRRFIP1;CCDC141;CD55;ABCC3;TCF7L2;SMAD3;ANXA2;SYT1;EYA1;PCDH9;DAPK1;EYA2;PLCL2;OSMR;SMAD6;UPK3A;ST18;PARD3B;MYO1D;PEX5L;FGF14;MDFIC;BCL6;DCHS2;DMXL2;RARB;MALAT1;RAPGEF4;RAI14;LRP11
DPY 21335234 ChIP-Seq ESCs Mouse	45/2000	0.0035657010260862986	0.013046755777529635	0	0	1.6081720603338905	9.064292321864965	CYFIP2;GABRB3;RYR2;LRP1;NRXN1;PREP;FIGN;FMN2;PTPRK;CACNA1C;CPLX2;EGFR;NPAS2;RAP1GAP;ZFP36L1;PLXNA2;PAK6;NCAM1;CYP2F2;NCKAP5;RNF152;RGS7;EPHA4;PTPRN2;SYT1;AUTS2;DST;EYA1;COL23A1;CACNA2D3;PROX1;MEIS2;PTPN14;GNAO1;DNM3;MYO1D;FAM135A;NFIA;BCL6;SCGB1A1;BCL2;SPATS2L;B430010I23RIK;PAM;LRP11
PCGF4 22325352 ChIP-Seq 293T-Rex Human	45/2000	0.0035657010260862986	0.013046755777529635	0	0	1.6081720603338905	9.064292321864965	RYR2;SP100;EPAS1;NRXN1;ELAVL4;ASAP3;FIGN;FMN2;HNMT;LTBP1;SLC8A1;CDC14A;NPAS2;RAP1GAP;ROBO1;ALCAM;PALMD;PRDM16;SCN9A;PLXNA2;TNR;CCDC141;NCKAP5;SCN3A;CD55;RGS7;MAGI1;REV1;FMO1;ARHGAP29;FMO2;SYT14;PROX1;ATP1B1;PTPN14;DHRS3;GPRIN3;DNM3;NFASC;NFIA;DNAJC6;CLIP4;SDC1;SPATS2L;RAPGEF4
MEIS1 26923725 Chip-Seq HEMOGENIC-ENDOTHELIUM Mouse	30/1196	0.0039020993961907517	0.014187838134160078	0	0	1.772813354843235	9.832449340972278	RYR2;DOCK8;CELF4;CACNA1A;AHR;UNC80;CDH20;CCDC141;TMEM132D;ANXA2;DENND4A;MYOF;MTUS1;KCNJ15;NFATC2;FMO1;MEIS2;RUNX1;VEGFA;BMP5;SMAD7;AHI1;POR;NFASC;FRAS1;TCERG1L;CLIP4;CDH13;MALAT1;MCTP2
