"Peak1","Peak2","coaccess"
"chr11_128730759_128731660","chr11_128492920_128493755",0
"chr11_128730759_128731660","chr11_128494330_128495120",0
"chr11_128730759_128731660","chr11_128496778_128497610",0
"chr11_128730759_128731660","chr11_128498464_128499376",0
"chr11_128730759_128731660","chr11_128503356_128504284",0
"chr11_128730759_128731660","chr11_128512226_128513133",0
"chr11_128730759_128731660","chr11_128521993_128522901",0
"chr11_128730759_128731660","chr11_128525248_128526153",0
"chr11_128730759_128731660","chr11_128527740_128528356",0
"chr11_128730759_128731660","chr11_128544373_128545299",0
"chr11_128730759_128731660","chr11_128548424_128549323",0
"chr11_128730759_128731660","chr11_128551465_128552251",0
"chr11_128730759_128731660","chr11_128552721_128553602",0
"chr11_128730759_128731660","chr11_128563758_128564671",0
"chr11_128730759_128731660","chr11_128565642_128566554",0
"chr11_128730759_128731660","chr11_128567999_128568808",0
"chr11_128730759_128731660","chr11_128575556_128576368",0
"chr11_128730759_128731660","chr11_128579599_128580473",0
"chr11_128730759_128731660","chr11_128582529_128583435",0
"chr11_128730759_128731660","chr11_128603822_128604728",0
"chr11_128730759_128731660","chr11_128610841_128611714",0
"chr11_128730759_128731660","chr11_128613330_128614231",0
"chr11_128730759_128731660","chr11_128619724_128620615",0
"chr11_128730759_128731660","chr11_128624107_128624982",0
"chr11_128730759_128731660","chr11_128628405_128629239",0
"chr11_128730759_128731660","chr11_128630169_128631048",0
"chr11_128730759_128731660","chr11_128631984_128632812",0
"chr11_128730759_128731660","chr11_128643400_128644283",0
"chr11_128730759_128731660","chr11_128653516_128654408",0
"chr11_128730759_128731660","chr11_128658217_128659073",0
"chr11_128730759_128731660","chr11_128660704_128661623",0
"chr11_128730759_128731660","chr11_128663802_128664602",0
"chr11_128730759_128731660","chr11_128669231_128670133",0
"chr11_128730759_128731660","chr11_128677879_128678701",0
"chr11_128730759_128731660","chr11_128684635_128685313",0
"chr11_128730759_128731660","chr11_128685715_128686496",0
"chr11_128730759_128731660","chr11_128686676_128687525",0
"chr11_128730759_128731660","chr11_128692654_128693407",0
"chr11_128730759_128731660","chr11_128693727_128694525",0
"chr11_128730759_128731660","chr11_128695608_128696497",0
"chr11_128730759_128731660","chr11_128699625_128700528",0
"chr11_128730759_128731660","chr11_128703388_128704277",0
"chr11_128730759_128731660","chr11_128705365_128706204",0
"chr11_128730759_128731660","chr11_128707091_128707883",0
"chr11_128730759_128731660","chr11_128713337_128714200",0
"chr11_128730759_128731660","chr11_128716647_128717362",0
"chr11_128730759_128731660","chr11_128718565_128719467",0
"chr11_128730759_128731660","chr11_128720324_128721193",0
"chr11_128730759_128731660","chr11_128725283_128726122",0
"chr11_128730759_128731660","chr11_128726562_128727380",0
"chr11_128730759_128731660","chr11_128728761_128729708",0
"chr11_128730759_128731660","chr11_128734167_128734984",0
"chr11_128730759_128731660","chr11_128735790_128736663",0
"chr11_128730759_128731660","chr11_128738665_128739592",0
"chr11_128730759_128731660","chr11_128745532_128746374",0
"chr11_128730759_128731660","chr11_128747441_128748365",0
"chr11_128730759_128731660","chr11_128757004_128757881",0
"chr11_128730759_128731660","chr11_128772532_128773420",0
"chr11_128730759_128731660","chr11_128776447_128777343",0
"chr11_128730759_128731660","chr11_128802336_128802843",0
"chr11_128730759_128731660","chr11_128802964_128803713",0
"chr11_128730759_128731660","chr11_128830021_128830745",0
"chr11_128730759_128731660","chr11_128830897_128831696",0
"chr11_128730759_128731660","chr11_128837333_128838186",0
"chr11_128730759_128731660","chr11_128839859_128840734",0
"chr11_128730759_128731660","chr11_128841287_128842203",0
"chr11_128730759_128731660","chr11_128845123_128846013",0
"chr11_128730759_128731660","chr11_128848526_128849406",0
"chr11_128730759_128731660","chr11_128856792_128857706",0
"chr11_128730759_128731660","chr11_128859550_128860442",0
"chr11_128730759_128731660","chr11_128862088_128862987",0
"chr11_128730759_128731660","chr11_128866982_128867785",0
"chr11_128730759_128731660","chr11_128868752_128869608",0
"chr11_128730759_128731660","chr11_128884462_128885371",0
"chr11_128730759_128731660","chr11_128886270_128887145",0
"chr11_128730759_128731660","chr11_128890471_128891366",0
"chr11_128730759_128731660","chr11_128903437_128904298",0
"chr11_128730759_128731660","chr11_128905266_128905987",0
"chr11_128730759_128731660","chr11_128908362_128909191",0
"chr11_128730759_128731660","chr11_128916477_128917425",0
"chr11_128730759_128731660","chr11_128928205_128928922",0
"chr11_128730759_128731660","chr11_128929566_128930300",0
"chr11_128734167_128734984","chr11_128449147_128449883",0
"chr11_128734167_128734984","chr11_128464941_128465342",0
"chr11_128734167_128734984","chr11_128469845_128470616",0
"chr11_128734167_128734984","chr11_128471119_128471862",0
"chr11_128734167_128734984","chr11_128471994_128472845",0
"chr11_128734167_128734984","chr11_128476461_128477358",0
"chr11_128734167_128734984","chr11_128482320_128483105",0
"chr11_128734167_128734984","chr11_128483237_128483954",0
"chr11_128734167_128734984","chr11_128488331_128489255",0
"chr11_128734167_128734984","chr11_128492920_128493755",0
"chr11_128734167_128734984","chr11_128494330_128495120",0
"chr11_128734167_128734984","chr11_128496778_128497610",0
"chr11_128734167_128734984","chr11_128498464_128499376",0
"chr11_128734167_128734984","chr11_128503356_128504284",0
"chr11_128734167_128734984","chr11_128512226_128513133",0
"chr11_128734167_128734984","chr11_128521993_128522901",0
"chr11_128734167_128734984","chr11_128525248_128526153",0
"chr11_128734167_128734984","chr11_128527740_128528356",0
"chr11_128734167_128734984","chr11_128544373_128545299",0
"chr11_128734167_128734984","chr11_128548424_128549323",0
"chr11_128734167_128734984","chr11_128551465_128552251",0
"chr11_128734167_128734984","chr11_128552721_128553602",0
"chr11_128734167_128734984","chr11_128563758_128564671",0
"chr11_128734167_128734984","chr11_128565642_128566554",0
"chr11_128734167_128734984","chr11_128567999_128568808",0
"chr11_128734167_128734984","chr11_128575556_128576368",0
"chr11_128734167_128734984","chr11_128579599_128580473",0
"chr11_128734167_128734984","chr11_128582529_128583435",0
"chr11_128734167_128734984","chr11_128603822_128604728",0
"chr11_128734167_128734984","chr11_128610841_128611714",0
"chr11_128734167_128734984","chr11_128613330_128614231",0
"chr11_128734167_128734984","chr11_128619724_128620615",0
"chr11_128734167_128734984","chr11_128624107_128624982",0
"chr11_128734167_128734984","chr11_128628405_128629239",0
"chr11_128734167_128734984","chr11_128630169_128631048",0
"chr11_128734167_128734984","chr11_128631984_128632812",0
"chr11_128734167_128734984","chr11_128643400_128644283",0
"chr11_128734167_128734984","chr11_128653516_128654408",0
"chr11_128734167_128734984","chr11_128658217_128659073",0
"chr11_128734167_128734984","chr11_128660704_128661623",0
"chr11_128734167_128734984","chr11_128663802_128664602",0
"chr11_128734167_128734984","chr11_128669231_128670133",0
"chr11_128734167_128734984","chr11_128677879_128678701",0
"chr11_128734167_128734984","chr11_128684635_128685313",0
"chr11_128734167_128734984","chr11_128685715_128686496",0
"chr11_128734167_128734984","chr11_128686676_128687525",0
"chr11_128734167_128734984","chr11_128692654_128693407",0
"chr11_128734167_128734984","chr11_128693727_128694525",0
"chr11_128734167_128734984","chr11_128695608_128696497",0
"chr11_128734167_128734984","chr11_128699625_128700528",0
"chr11_128734167_128734984","chr11_128703388_128704277",0
"chr11_128734167_128734984","chr11_128705365_128706204",0
"chr11_128734167_128734984","chr11_128707091_128707883",0
"chr11_128734167_128734984","chr11_128713337_128714200",0
"chr11_128734167_128734984","chr11_128716647_128717362",0
"chr11_128734167_128734984","chr11_128718565_128719467",0
"chr11_128734167_128734984","chr11_128720324_128721193",0
"chr11_128734167_128734984","chr11_128725283_128726122",0
"chr11_128734167_128734984","chr11_128726562_128727380",0
"chr11_128734167_128734984","chr11_128728761_128729708",0
"chr11_128734167_128734984","chr11_128730759_128731660",0
"chr11_128734167_128734984","chr11_128735790_128736663",0
"chr11_128734167_128734984","chr11_128738665_128739592",0
"chr11_128734167_128734984","chr11_128745532_128746374",0
"chr11_128734167_128734984","chr11_128747441_128748365",0
"chr11_128734167_128734984","chr11_128757004_128757881",0
"chr11_128734167_128734984","chr11_128772532_128773420",0
"chr11_128734167_128734984","chr11_128776447_128777343",0
"chr11_128734167_128734984","chr11_128802336_128802843",0
"chr11_128734167_128734984","chr11_128802964_128803713",0
"chr11_128734167_128734984","chr11_128830021_128830745",0
"chr11_128734167_128734984","chr11_128830897_128831696",0
"chr11_128734167_128734984","chr11_128837333_128838186",0
"chr11_128734167_128734984","chr11_128839859_128840734",0
"chr11_128734167_128734984","chr11_128841287_128842203",0
"chr11_128734167_128734984","chr11_128845123_128846013",0
"chr11_128734167_128734984","chr11_128848526_128849406",0
"chr11_128734167_128734984","chr11_128856792_128857706",0
"chr11_128734167_128734984","chr11_128859550_128860442",0
"chr11_128734167_128734984","chr11_128862088_128862987",0
"chr11_128734167_128734984","chr11_128866982_128867785",0
"chr11_128734167_128734984","chr11_128868752_128869608",0
"chr11_128734167_128734984","chr11_128884462_128885371",0
"chr11_128734167_128734984","chr11_128886270_128887145",0
"chr11_128734167_128734984","chr11_128890471_128891366",0
"chr11_128734167_128734984","chr11_128903437_128904298",0
"chr11_128734167_128734984","chr11_128905266_128905987",0
"chr11_128734167_128734984","chr11_128908362_128909191",0
"chr11_128734167_128734984","chr11_128916477_128917425",0
"chr11_128734167_128734984","chr11_128928205_128928922",0
"chr11_128734167_128734984","chr11_128929566_128930300",0
"chr11_128735790_128736663","chr11_128449147_128449883",0
"chr11_128735790_128736663","chr11_128464941_128465342",0.0173549516473959
"chr11_128735790_128736663","chr11_128469845_128470616",-0.0014859188031072
"chr11_128735790_128736663","chr11_128471119_128471862",-0.0317969563771465
"chr11_128735790_128736663","chr11_128471994_128472845",-0.00608394545003279
"chr11_128735790_128736663","chr11_128476461_128477358",0
"chr11_128735790_128736663","chr11_128482320_128483105",-0.000159789576324753
"chr11_128735790_128736663","chr11_128483237_128483954",-0.00278612966268971
"chr11_128735790_128736663","chr11_128488331_128489255",-0.0068109491778935
"chr11_128735790_128736663","chr11_128492920_128493755",0
"chr11_128735790_128736663","chr11_128494330_128495120",-0.0159385300995477
"chr11_128735790_128736663","chr11_128496778_128497610",0
"chr11_128735790_128736663","chr11_128498464_128499376",-0.00507778319483976
"chr11_128735790_128736663","chr11_128503356_128504284",0
"chr11_128735790_128736663","chr11_128512226_128513133",-0.00257644758942226
"chr11_128735790_128736663","chr11_128521993_128522901",-0.00621863335705348
"chr11_128735790_128736663","chr11_128525248_128526153",-0.0373438268877754
"chr11_128735790_128736663","chr11_128527740_128528356",-0.0212473747747662
"chr11_128735790_128736663","chr11_128544373_128545299",-0.0256902235681732
"chr11_128735790_128736663","chr11_128548424_128549323",-0.0459200370949444
"chr11_128735790_128736663","chr11_128551465_128552251",0
"chr11_128735790_128736663","chr11_128552721_128553602",0
"chr11_128735790_128736663","chr11_128563758_128564671",0
"chr11_128735790_128736663","chr11_128565642_128566554",-0.00634005301178246
"chr11_128735790_128736663","chr11_128567999_128568808",0.0920619197827617
"chr11_128735790_128736663","chr11_128575556_128576368",0
"chr11_128735790_128736663","chr11_128579599_128580473",-0.0522890511179692
"chr11_128735790_128736663","chr11_128582529_128583435",-0.0338840401861399
"chr11_128735790_128736663","chr11_128603822_128604728",0
"chr11_128735790_128736663","chr11_128610841_128611714",-0.000559280167723247
"chr11_128735790_128736663","chr11_128613330_128614231",0.0616663609546942
"chr11_128735790_128736663","chr11_128619724_128620615",0
"chr11_128735790_128736663","chr11_128624107_128624982",-0.0646036598643207
"chr11_128735790_128736663","chr11_128628405_128629239",0
"chr11_128735790_128736663","chr11_128630169_128631048",-0.00194881205765763
"chr11_128735790_128736663","chr11_128631984_128632812",-0.0362049517324624
"chr11_128735790_128736663","chr11_128643400_128644283",0.0309845460234326
"chr11_128735790_128736663","chr11_128653516_128654408",-0.0425316346407681
"chr11_128735790_128736663","chr11_128658217_128659073",-0.0285966131163225
"chr11_128735790_128736663","chr11_128660704_128661623",-0.0151991704032303
"chr11_128735790_128736663","chr11_128663802_128664602",0
"chr11_128735790_128736663","chr11_128669231_128670133",0.040669694510129
"chr11_128735790_128736663","chr11_128677879_128678701",0
"chr11_128735790_128736663","chr11_128684635_128685313",0.0293362621631471
"chr11_128735790_128736663","chr11_128685715_128686496",-0.0210611107386857
"chr11_128735790_128736663","chr11_128686676_128687525",-0.020727381877707
"chr11_128735790_128736663","chr11_128692654_128693407",-0.0602851187250199
"chr11_128735790_128736663","chr11_128693727_128694525",-0.0354956592926369
"chr11_128735790_128736663","chr11_128695608_128696497",-0.0296074200569176
"chr11_128735790_128736663","chr11_128699625_128700528",-0.0630488037492803
"chr11_128735790_128736663","chr11_128703388_128704277",-0.138413132772405
"chr11_128735790_128736663","chr11_128705365_128706204",-0.0165075059750587
"chr11_128735790_128736663","chr11_128707091_128707883",-0.121256968290462
"chr11_128735790_128736663","chr11_128713337_128714200",-0.129787240975925
"chr11_128735790_128736663","chr11_128716647_128717362",-0.0878111043845006
"chr11_128735790_128736663","chr11_128718565_128719467",-0.126451728480178
"chr11_128735790_128736663","chr11_128720324_128721193",-0.0404960288269661
"chr11_128735790_128736663","chr11_128725283_128726122",-0.021325287824998
"chr11_128735790_128736663","chr11_128726562_128727380",-0.179021698708915
